investor_id,investor_name,investor_type,nationality,investment_strategy,total_investments,total_value_aed,active_since,preferred_areas,risk_score,liquidity_score
822b08a9-fc44-442e-a989-a22074fcd254,Investor_5920,Company,India,REIT,1,50910011,2024-02-13,"Business Bay,Jumeirah Village Circle,City Walk,DIFC,Motor City",0.11,0.89
e9283956-d1ef-4d9f-b99b-592e536e7228,Investor_6235,Company,Pakistan,REIT,14,26322457,2017-05-06,"Motor City,Studio City,Emirates Living,Dubai Marina",0.26,0.6
92fd0f30-f759-4fe0-b8b8-d1786aa5727f,Investor_9870,Family Office,Saudi Arabia,Flip,43,18039689,2019-01-27,"Downtown Dubai,Motor City",0.56,0.99
e597008a-2aa1-4016-9e03-4cbf359aa6b3,Investor_3698,Government,Pakistan,REIT,41,49549573,2022-04-06,"International City,Dubai Marina,Studio City",0.14,0.39
4268ca98-7131-49b1-8569-cfe82f64c3ab,Investor_1453,REIT,Pakistan,Development,26,61374937,2017-12-28,"Dubai Investment Park,Motor City",0.65,0.81
4a758b86-995d-4ca5-83ee-6ad8a37f1da8,Investor_3576,REIT,Pakistan,Mixed Portfolio,34,39604733,2019-03-20,International City,0.64,0.48
f20411bc-2a25-4fac-b122-8bfe35ea7752,Investor_2390,Government,India,Buy & Hold,24,38230579,2020-05-19,"Discovery Gardens,Jumeirah Lake Towers,DIFC",0.85,0.64
ac3ddf15-08b7-48a0-8210-71c3adf13228,Investor_8699,Fund,France,REIT,25,93402421,2018-03-07,"Dubai Investment Park,Motor City,Jumeirah Lake Towers,Dubai Marina,Palm Jumeirah",0.54,0.41
f2f0bc4f-1372-4fa0-a5b3-57b2fa8d915c,Investor_2031,Government,UK,Development,18,39781804,2018-02-15,"Dubai Hills Estate,Jumeirah Lake Towers,Sports City,Discovery Gardens,Jumeirah Village Circle",0.61,0.41
763e26b4-9f7c-4459-a7b8-8e6afee584c3,Investor_4143,Fund,USA,Mixed Portfolio,44,56235862,2021-09-01,"International City,Emirates Living,Dubai Investment Park",0.82,0.72
56adcb46-651e-4dae-b2a1-2843bdd42989,Investor_6922,Company,France,Mixed Portfolio,21,28442758,2015-11-04,"Sports City,Arabian Ranches,Jumeirah Village Circle,Palm Jumeirah",0.75,0.36
0a0f9b88-a862-424f-996c-9e78c6fcc227,Investor_4370,Company,China,Development,12,87902936,2019-03-21,"Dubai Hills Estate,Jumeirah Beach Residence,Motor City",0.75,0.94
30a1f420-1213-4449-a269-eea1d6e76eac,Investor_9804,REIT,USA,Flip,17,82333763,2023-12-25,"Jumeirah Village Circle,Jumeirah Beach Residence,Sports City",0.1,0.27
5d01effa-8648-4470-b8ef-fe762057ea3f,Investor_9110,Fund,Germany,Mixed Portfolio,38,38190613,2019-01-22,"International City,Emirates Living,City Walk,Business Bay,Sports City",0.67,0.54
7bd227aa-0dce-45d1-a043-c4dc471e02dc,Investor_8804,Individual,Russia,REIT,21,17031606,2023-03-23,"Jumeirah Village Circle,Palm Jumeirah",0.78,0.99
31c2c94b-3b8e-4cf0-bd99-53d97115f272,Investor_2151,Individual,UK,Buy & Hold,36,72836366,2021-10-12,"Jumeirah Village Circle,International City",0.28,0.9
27fcd5db-0eb9-403e-8ce0-717b4988d48c,Investor_1981,Government,UAE,Buy & Hold,22,84800183,2016-09-20,"DIFC,International City,Dubai Hills Estate",0.31,0.66
7c91a8f9-3efa-4520-983c-70062f559d90,Investor_5370,Government,France,Development,16,21361218,2024-07-13,"Jumeirah Lake Towers,Dubai Hills Estate,Arabian Ranches,Jumeirah Beach Residence,International City",0.44,0.59
b12f44b0-56ba-4f28-acff-0fc314f74b5a,Investor_3627,Individual,Saudi Arabia,Mixed Portfolio,48,83427437,2021-10-07,"Jumeirah Village Circle,Studio City,Dubai Hills Estate,International City",0.47,0.32
eabf306f-8210-4256-bf64-45da06a8a95e,Investor_3713,Government,India,Flip,18,15413227,2024-10-03,"DIFC,International City",0.62,0.64
46c63311-d908-4947-bec1-6b5f6d3b720b,Investor_8309,REIT,Pakistan,Flip,7,12005469,2020-03-17,"Discovery Gardens,Dubai Investment Park,Jumeirah Beach Residence,International City",0.65,0.44
88906cb0-e03a-4714-9558-d90499a08c0f,Investor_5451,Government,Pakistan,REIT,28,71321416,2020-12-13,"Business Bay,Motor City,Jumeirah Beach Residence",0.85,0.65
18f946a2-743b-40df-8457-342ecf37987a,Investor_3367,Fund,Saudi Arabia,Mixed Portfolio,45,92708080,2020-07-22,"Jumeirah Beach Residence,Emirates Living",0.3,0.42
a1b36b9e-9499-46d5-be4a-384abd28e2ae,Investor_5075,Fund,UK,Flip,25,81589106,2019-07-11,Dubai Hills Estate,0.68,0.16
dbae091d-37c8-4c50-9323-e4fd14aa08c5,Investor_1358,Family Office,Russia,Mixed Portfolio,23,49254034,2020-07-08,Motor City,0.49,0.5
d383b8a8-1d13-47e9-93fb-eab1cbc1aee5,Investor_2465,REIT,Russia,Development,23,31676379,2021-10-09,"City Walk,Motor City,Arabian Ranches",0.25,0.87
8d17eb80-811a-489d-89eb-0d0228f0fbdb,Investor_9473,Family Office,China,Mixed Portfolio,13,5871204,2020-07-06,"Dubai Marina,Dubai Hills Estate,Downtown Dubai",0.74,0.24
2fb56e81-f7c9-47a6-924d-b4ce206f7aa3,Investor_1820,Government,UK,Buy & Hold,34,35245026,2019-09-17,"DIFC,Dubai Investment Park",0.87,0.35
78752028-c9f6-4a8f-af6c-83597df8d57b,Investor_4753,Company,Russia,Development,11,70861397,2024-01-16,"Downtown Dubai,Dubai Marina",0.62,0.8
615235e8-de33-4ffa-bc96-cf7f6a53ca51,Investor_3882,Family Office,UK,Mixed Portfolio,31,57809533,2022-11-28,"Business Bay,Emirates Living",0.64,0.17
4154036a-b16f-4b6e-988b-61c521ffe8c9,Investor_5408,Individual,India,Mixed Portfolio,8,63080682,2018-08-02,"Arabian Ranches,Dubai Investment Park,Studio City",0.32,0.11
36638971-6bc6-45d3-b5e2-74fa259ae484,Investor_5461,Company,France,Buy & Hold,33,68714151,2024-02-26,"Dubai Investment Park,Arabian Ranches,Dubai Marina,Dubai Hills Estate",0.24,0.22
6ee79b4e-de67-4d72-aa1d-2d648bd30593,Investor_7016,Government,China,Development,30,33989230,2019-09-09,"Jumeirah Village Circle,Dubai Hills Estate",0.25,0.65
35fa355c-b46d-4821-933c-acfcdc6253f0,Investor_2098,Individual,Russia,Flip,1,39547666,2019-08-16,"Motor City,Jumeirah Beach Residence,Sports City,Discovery Gardens,City Walk",0.52,0.68
5e19790c-dd6e-4238-b8bd-7f2e4670c292,Investor_6798,Government,China,Mixed Portfolio,46,55384837,2016-05-12,"Sports City,International City,Arabian Ranches",0.55,0.55
865b683b-5b2d-4d99-9bc7-a4b1821a7416,Investor_4389,Individual,Saudi Arabia,Mixed Portfolio,24,41056231,2023-06-30,"International City,Jumeirah Beach Residence,Sports City,Dubai Investment Park,Arabian Ranches",0.12,0.54
211e4755-582e-4dfb-81b6-232113d83d59,Investor_4531,Individual,Russia,Flip,29,80246161,2015-12-05,"DIFC,Jumeirah Beach Residence",0.32,0.11
7b930617-a18a-4528-b74b-267530ef3f70,Investor_8193,Company,UK,REIT,26,63592309,2016-10-18,"Palm Jumeirah,Emirates Living,Discovery Gardens,Downtown Dubai",0.47,0.15
490cb866-8650-4cce-b73a-b8eff5f7dca0,Investor_2659,Company,UK,Development,4,48050710,2019-07-29,"International City,Downtown Dubai,DIFC,Arabian Ranches",0.84,0.6
0150347d-c098-4409-a7d4-be14c19716d3,Investor_8855,Individual,Saudi Arabia,Development,22,26968352,2021-04-23,"Arabian Ranches,Business Bay,Jumeirah Village Circle,Downtown Dubai,Palm Jumeirah",0.74,0.34
31c30731-3952-4b8f-b0a5-b3163224843c,Investor_9347,Individual,Pakistan,Mixed Portfolio,24,4239995,2019-10-06,"Jumeirah Lake Towers,Discovery Gardens,Palm Jumeirah,DIFC",0.39,0.43
736549d9-0117-4405-9c34-c0309ccbc9b9,Investor_3020,Government,Germany,REIT,28,69984106,2024-05-20,"Sports City,Downtown Dubai,Dubai Investment Park,Discovery Gardens,International City",0.44,0.69
9e64341b-1c64-4335-a23d-20f7461270bb,Investor_5376,REIT,India,Flip,49,27351536,2023-09-30,"Jumeirah Beach Residence,City Walk,Studio City,Jumeirah Village Circle,Business Bay",0.14,0.11
ba43df87-b4eb-44c4-b32b-df450be5c9a6,Investor_4186,Company,Russia,Mixed Portfolio,13,57047853,2015-10-29,"International City,City Walk",0.99,0.29
969f955d-c07b-4e3a-99c5-1c0b8543269b,Investor_3677,Individual,UAE,Development,47,65782142,2015-12-19,Dubai Hills Estate,0.52,0.98
ebf8f382-fe4d-4c03-96a6-f46883ab9fa1,Investor_9085,Family Office,Saudi Arabia,Buy & Hold,43,62687310,2020-12-12,"Palm Jumeirah,Motor City,City Walk,DIFC,Sports City",0.59,0.91
0e67b313-8527-454d-9f04-a56afba97d12,Investor_6416,Family Office,USA,Mixed Portfolio,10,90624137,2017-02-21,"Sports City,City Walk,Dubai Hills Estate,Jumeirah Village Circle,International City",0.12,0.54
d2005333-6237-44db-a5a4-9c8afa1929fd,Investor_9336,Fund,UK,REIT,47,55319134,2024-03-19,"DIFC,City Walk,Jumeirah Village Circle,International City,Downtown Dubai",0.6,0.86
fd192360-67f8-463c-8f79-83483c0969b5,Investor_5075,Company,Germany,Flip,7,94600990,2018-09-17,"Palm Jumeirah,International City,Jumeirah Beach Residence,Emirates Living,DIFC",0.4,0.17
9838d65f-c6c6-43f5-9f17-f7ab16d7c2e2,Investor_8883,Company,Saudi Arabia,Development,4,59468386,2020-03-28,"Dubai Investment Park,International City,Motor City,Business Bay",0.4,0.43
5e3a1289-825a-4c18-be7d-854e062717e6,Investor_4861,Fund,Germany,REIT,26,79976828,2022-05-23,"International City,Dubai Hills Estate,DIFC,Jumeirah Village Circle",0.65,0.25
c2d97a6b-999a-4264-97e2-1bd60a802269,Investor_6359,Company,China,REIT,6,14510334,2023-11-14,Business Bay,0.24,0.49
20e941e6-cb29-43a5-8677-6ca7476086f0,Investor_3488,Individual,UAE,Buy & Hold,31,24833454,2024-06-04,"DIFC,Palm Jumeirah",0.71,0.93
a273c95a-6735-4044-92c9-61ea586eccd0,Investor_6853,Family Office,China,Buy & Hold,3,23175662,2021-04-26,"Jumeirah Village Circle,Dubai Marina,Downtown Dubai",0.99,0.65
